Hugo_Symbol	Entrez_Gene_Id	TCGA-W5-AA2I-11	TCGA-W5-AA2Q-11	TCGA-W5-AA2R-11	TCGA-W5-AA2U-11	TCGA-W5-AA2X-11	TCGA-W5-AA30-11	TCGA-W5-AA31-11	TCGA-W5-AA34-11	TCGA-ZU-A8S4-11
MDGA1	266727	44.0252	49.5868	36.0275	40.1898	77.9915	53.4497	1.8149	31.3757	17.3771
MDGA2	161357	3.1447	2.7548	0	1.1164	1.0684	3.2724	0.9074	0.8045	1.0861
MDH1	4190	4235.85	3370.52	3119.22	3687.41	3501.07	3973.82	4074.41	4434.43	4256.31
MDH1B	130752	4.1929	2.7548	1.8962	4.4655	5.3419	6.5449	3.6298	1.609	3.2582
MDH2	4191	6107.97	5338.84	4948.09	5292.77	4466.88	5342.79	5903.81	5525.34	7113.77
MDK	4192	91.195	415.978	111.875	235.557	506.41	333.788	79.8548	50.6838	171.599
MDM1	56890	156.185	108.815	51.197	113.871	149.573	138.533	118.875	156.074	119.468
MDM2	4193	2166.67	2081.27	2536.15	2138.99	2955.13	2140.17	3160.62	2805.31	2420.85
MDM4	4194	460.168	508.264	606.779	625.174	886.752	632.67	531.76	502.816	477.871
MDN1	23195	1029.35	1174.93	2176.82	1018.14	930.556	1026.45	2741.38	2415.12	1086.07
MDP1	145553	185.839	189.38	161.526	224.706	178.258	208.923	134.31	127.369	138.496
MDS2	259283	1.0482	1.3774	0	1.1164	1.0684	2.1816	0	2.4135	1.0861
ME1	4199	884.696	287.879	161.176	122.802	233.974	98.1729	1185.12	2575.22	297.584
ME2	4200	284.067	402.204	441.811	251.186	402.778	329.425	355.717	493.966	474.613
ME3	10873	100.629	78.5124	33.1832	100.475	210.47	116.717	58.0762	53.9019	68.4225
MEA1	4201	1028.27	1111.57	729.083	945.576	788.365	837.742	715.063	754.586	998.067
MEAF6	64769	1006.29	1206.61	2305.76	1578.57	1076.92	1125.72	733.212	823.813	1093.67
MECOM	2122	29.3501	101.928	53.0932	50.2372	165.598	227.979	50.8167	54.7064	45.615
MECP2	4204	555.556	685.95	584.025	773.653	717.949	801.745	457.35	504.425	527.831
MECR	51102	498.952	341.598	282.531	355.01	376.068	445.05	382.94	484.312	417.051
MED10	84246	333.333	323.692	445.603	339.38	307.692	419.962	268.603	346.742	369.264
MED11	400569	493.711	500	332.78	464.415	436.966	477.775	458.258	435.237	362.748
MED12	9968	340.671	527.548	442.759	515.769	571.581	630.488	491.833	428.801	458.322
MED12L	116931	0	0	4.7405	1.1164	0	1.0908	0.9074	4.0225	0
MED13	9969	1583.86	1303.03	1530.22	1879.99	1965.81	1842.38	2725.05	2255.83	1104.53
MED13L	23389	686.583	826.446	936.715	948.926	888.889	930.461	979.129	967.82	896.009
MED14	9282	778.826	628.099	1150.98	898.688	804.487	941.369	1077.13	1126.24	800.434
MED1	5469	532.495	560.606	639.962	543.678	688.034	589.037	674.229	736.122	507.195
MED15	51586	849.057	1294.77	1158.57	1057.21	1294.87	1234.8	875.681	946.098	796.09
MED16	10025	1559.75	2223.14	1280.87	1444.6	1412.39	1241.34	1777.68	1382.94	1569.37
MED17	9440	226.415	275.482	389.666	375.105	363.248	311.972	239.564	279.163	319.305
MED18	54797	374.214	421.488	327.092	372.872	386.752	341.423	371.143	417.538	356.231
MED19	219541	170.859	165.289	139.369	192.018	158.12	166.894	158.802	184.232	171.599
MED20	9477	328.092	256.198	256.933	272.397	322.65	206.163	237.75	341.915	255.227
MED21	9412	266.247	231.405	259.777	272.397	323.718	259.613	256.806	329.043	288.895
MED22	6837	230.608	319.559	299.597	245.604	338.675	260.704	216.878	245.374	187.89
MED23	9439	330.189	345.73	258.829	389.618	431.624	412.326	468.24	453.741	296.497
MED24	9862	1125.79	1333.33	978.431	1137.59	1091.88	1131.17	1219.6	1211.58	1043.71
MED25	81857	559.748	779.614	396.302	632.989	723.291	731.933	479.129	521.319	478.957
MED26	9441	224.319	194.215	210.476	291.376	276.709	272.702	201.452	229.284	234.591
MED27	9442	107.966	129.477	93.8611	96.0089	144.231	134.17	90.7441	152.856	140.103
MED28	80306	306.08	322.314	341.313	411.945	382.479	352.332	282.214	332.261	433.342
MED29	55588	1329.14	1461.43	1352.93	1695.79	1587.61	1745.3	1490.93	1415.12	1279.39
MED30	90390	169.811	231.405	189.618	303.656	207.265	222.525	180.581	165.728	388.813
MED31	51003	105.901	106.226	95.1979	124.666	104.22	134.486	103.339	97.5543	124.236
MED4	29079	766.247	763.085	629.533	922.132	897.436	819.198	794.918	876.106	759.164
MED6	10001	257.862	241.047	230.386	349.428	282.051	266.158	214.156	240.547	251.969
MED7	9443	150.943	126.722	146.954	174.156	137.821	170.166	126.134	181.014	129.243
MED8	112950	714.885	695.592	963.261	837.287	805.556	855.195	782.214	848.753	884.062
MED9	55090	387.841	409.091	664.612	407.48	461.538	383.965	369.329	428.801	458.322
MEF2A	4205	951.122	958.857	1198.61	1381.96	1466.68	1381.87	1367.2	1192.71	1166.14
MEF2B	100271849	17.2013	43.8843	14.6101	26.6927	36.9872	47.4393	9.8094	3.757	16.5843
MEF2C	4208	115.304	557.851	219.009	299.191	454.06	536.678	250.454	232.502	222.645
MEF2D	4209	725.367	1060.61	838.113	979.068	1332.27	1065.72	1046.28	1089.3	1020.91
MEFV	4210	4.1929	20.6612	18.9618	10.0474	11.7521	6.5449	19.0563	4.0225	18.4632
MEG3	55384	165.618	183.196	69.2107	133.966	393.162	202.891	90.7441	78.8415	86.8857
MEG8	79104	0	0	0	2.2328	1.0684	0	0.9074	0	0
MEGF10	84466	23.0608	12.3967	18.0137	21.2113	21.3675	27.2702	29.0381	22.5261	19.5493
MEGF11	84465	1.0482	8.2645	0	0	1.0684	0	0	0	2.1721
MEGF6	1953	224.319	756.198	318.559	219.927	564.103	745.023	218.693	213.998	285.637
MEGF8	1954	711.74	847.107	668.405	560.424	719.017	663.212	753.176	1103.78	765.68
MEGF9	1955	2136.27	1074.38	1568.14	1903.43	2337.61	2233.98	3281.31	2847.14	2467.55
MEI1	150365	7.3375	38.5675	31.287	41.3062	26.7094	53.4497	12.7042	57.9244	20.6354
MEIG1	644890	8.3857	0	0	1.1164	1.0684	0	3.6298	2.4135	2.1721
MEIS1	4211	134.172	150.138	43.6122	141.781	197.65	173.439	145.191	88.4956	105.349
MEIS2	4212	151.992	274.105	139.369	303.656	412.393	547.587	368.421	285.599	262.829
MEIS3	56917	18.8679	70.2479	12.3252	25.6768	33.1197	44.7232	6.3521	13.6766	16.2911
MEIS3P1	4213	79.6646	148.76	108.082	106.056	147.436	149.441	112.523	111.022	155.308
MELK	9833	3.1447	9.6419	2.8443	0	4.2735	3.2724	5.4446	2.4135	5.4304
MEMO1	51072	681.677	449.656	422.157	455.841	360.043	459.231	613.43	563.958	423.568
MEN1	4221	1074.42	928.375	504.385	846.218	864.316	930.461	1000	864.843	702.688
MEOX1	4222	6.2893	9.6419	0.9481	2.2328	11.7521	7.6357	9.0744	3.218	2.1721
MEOX2	4223	10.4822	61.9835	3.7924	11.1638	17.094	49.0864	6.3521	12.0676	2.1721
MEP1A	4224	1.0482	0	0	1.1164	1.0684	0	2.7223	0.8045	2.1721
MEP1B	4225	1273.58	13.7741	24.6504	1.1164	5.3419	18.5438	94.3739	235.72	42.3568
MEPCE	56257	1062.89	1370.52	1411.71	1512.7	1022.44	1012.27	1028.13	987.932	1346.73
MEPE	56955	2.0964	1.3774	0	0	1.0684	0	0	0	0
MERTK	10461	246.331	560.606	333.728	543.678	442.308	518.135	567.151	274.336	1052.4
MESDC1	59274	253.669	443.526	409.576	323.751	308.761	337.06	256.806	327.434	316.047
MESDC2	23184	1383.65	1239.67	1240.1	1545.07	1213.68	1319.88	1405.63	1311.34	1401.03
MESP1	55897	36.6876	20.6612	15.1695	11.1638	22.4359	25.0886	21.7786	22.5261	11.9468
MESP2	145873	5.2411	1.3774	3.7924	3.3491	2.1368	2.1816	0.9074	4.827	1.0861
MEST	4232	1943.4	1355.37	1507.47	1240.3	1198.72	1567.49	1450.09	1693.48	1805.05
MESTIT1	317751	0	0	1.8962	0	0	3.2724	1.8149	2.4135	0
MET	4233	2711.74	3163.91	4762.27	5224.67	3125	2819.74	3083.48	2957.36	2655.44
METAP1	23173	721.174	588.154	699.692	689.925	651.709	743.932	836.661	738.536	701.602
METAP2	10988	1487.42	1769.97	1514.1	1844.26	1711.54	1790.02	2046.28	1850.36	1509.64
METRN	79006	643.606	462.81	309.078	219.927	542.735	279.247	350.272	342.719	510.453
METRNL	284207	98.5325	464.187	263.57	266.815	258.547	290.155	193.285	86.8866	281.292
METT10D	79066	310.272	358.127	339.417	406.363	395.299	371.966	321.234	385.358	267.173
METT11D1	64745	801.887	623.967	631.429	660.899	853.633	789.746	719.601	587.289	710.29
METT5D1	196074	370.021	298.898	333.728	349.428	384.615	388.328	354.809	500.402	356.231
METTL10	399818	314.382	215.689	238.986	247.29	358.579	234.786	341.534	310.306	217.801
METTL11A	28989	543.071	580.923	543.219	430.053	513.259	464.532	535.59	545.398	592.691
METTL11B	149281	0	0	0	0	0	0	0	0	0
METTL12	751071	28.3648	38.6501	14.2309	25.688	23.515	40.4472	21.824	15.3178	19.5927
METTL13	51603	609.015	662.534	529.983	626.291	654.914	620.671	721.416	609.815	649.471
METTL1	4234	113.207	192.838	349.846	260.117	237.179	166.894	157.895	226.87	232.419
METTL14	57721	383.648	271.35	304.337	409.712	367.521	318.517	480.944	504.425	413.793
METTL2A	339175	297.694	287.879	290.116	280.212	282.051	260.704	332.123	370.072	324.735
METTL2B	55798	203.354	133.609	310.026	222.16	189.103	220.344	333.031	252.615	177.03
METTL3	56339	437.736	425	348.272	464.259	550.833	517.862	391.915	370.378	357.719
METTL4	64863	109.015	119.835	137.473	97.1253	127.137	106.899	100.726	109.413	172.685
METTL5	29081	481.939	404.146	370.723	375.853	361.485	462.754	350.481	473.532	467.228
METTL6	131965	107.966	121.212	100.498	136.199	150.641	161.44	116.153	127.112	87.9718
METTL7A	25840	37146.8	21336.1	24792.6	38873.6	28582.3	29437.7	37937.4	29518.9	24705.9
METTL7B	196410	7291.4	6844.35	10107.6	6621.27	3523.5	10607	7578.95	5599.36	4224.82
METTL8	79828	276.73	187.328	188.67	137.315	205.128	213.799	314.882	279.968	217.214
METTL9	51108	330.189	673.554	680.73	481.161	534.188	631.579	394.737	386.967	518.056
MEX3A	92312	26.2055	61.9835	53.0932	60.2847	65.1709	58.9037	29.9456	28.9622	23.8936
MEX3B	84206	17.8197	37.1901	11.3771	15.6294	47.0085	33.8151	17.2414	10.4586	8.6886
MEX3C	51320	393.082	426.997	588.765	428.691	539.53	477.775	431.034	530.169	443.117
MEX3D	399664	258.91	309.917	292.012	272.397	356.838	283.611	283.122	240.547	275.862
MFAP1	4236	377.358	476.584	545.153	413.062	428.419	409.054	447.368	450.523	462.666
MFAP2	4237	7.3375	55.0964	8.5328	16.7457	59.8291	44.7232	27.2232	17.6991	22.8075
MFAP3	4238	548.218	523.416	590.661	519.118	535.256	543.223	691.47	712.792	694
MFAP3L	9848	1775.68	1166.67	1832.66	1646.66	1511.75	1335.15	1705.99	1455.35	1794.19
MFAP4	4239	1392.03	4710.74	1150.04	1395.48	1644.23	3743.66	663.339	1028.16	654.901
MFAP5	8076	0	0	6.6366	1.1164	11.7521	3.2724	21.7786	8.8496	0
MFF	56947	1091.19	995.868	1004.03	1115.27	957.265	1037.36	913.793	1016.09	917.73
MFGE8	4240	238.994	511.019	164.968	340.497	651.709	794.11	239.564	86.8866	296.497
MFHAS1	9258	82.8092	159.78	352.69	99.3581	151.709	125.443	164.247	184.232	162.911
MFI2	4241	13.6268	30.303	19.9099	31.2587	115.385	40.36	26.3158	24.1352	24.9796
MFN1	55669	305.031	289.256	429.486	327.1	372.863	338.151	450.998	474.658	369.264
MFN2	9927	3683.44	3187.33	6500.12	3365.89	3033.12	3472.05	3698.73	4826.23	4001.09
MFNG	4242	121.593	465.565	166.798	131.733	244.658	271.219	142.323	115.849	281.292
MFRP	83552	147.799	586.777	127.992	288.027	445.513	345.787	193.285	159.292	248.71
MFSD10	10227	281.971	548.209	337.521	396.316	600.427	556.313	235.027	164.924	310.616
MFSD11	79157	413.113	387.493	326.513	354.016	331.517	343.78	468.984	456.645	394.7
MFSD1	64747	1029.35	1309.92	1194.6	1549.54	1231.84	1111.54	1325.77	1283.99	1509.64
MFSD2A	84879	6682.39	2403.58	2084.85	1121.96	4286.32	1795.47	4006.35	2675.78	5721.42
MFSD2B	388931	10.4822	11.0193	36.9756	2.2328	10.6838	5.454	9.0744	4.827	8.6886
MFSD3	113655	1341.72	935.262	612.467	714.485	643.162	705.754	1309.44	983.91	862.341
MFSD4	148808	33.543	26.1708	16.1176	45.7717	50.2137	75.2659	43.5572	42.6388	24.9796
MFSD5	84975	334.382	502.755	247.452	381.803	416.667	410.144	318.512	370.072	318.219
MFSD6	54842	62.8931	154.27	114.719	110.522	252.137	147.259	89.8367	90.1046	195.493
MFSD6L	162387	1.0482	2.7548	1.8962	2.2328	10.6838	5.454	0.9074	1.609	3.2582
MFSD7	84179	439.182	417.355	120.408	52.47	326.229	317.426	276.769	785.414	485.213
MFSD8	256471	444.444	323.692	438.967	391.85	413.462	388.328	466.425	464.2	478.957
MFSD9	84804	198.113	103.306	362.171	155.177	183.761	142.896	314.882	345.133	424.654
MGA	23269	414.046	429.752	381.133	512.42	528.846	514.862	501.815	520.515	397.502
MGAM	8972	1.0482	2.7548	18.0137	1.1164	12.8205	4.3632	17.2414	0	16.2911
MGAT1	4245	5658.28	7002.75	4754.68	5360.87	5682.69	6697.57	5769.51	5134.35	5705.13
MGAT2	4247	1781.97	1078.51	1462.91	1435.67	1401.71	1324.24	1967.33	1644.41	1471.63
MGAT3	4248	7.3375	17.9063	10.429	11.1638	19.2308	28.3611	5.4446	8.0451	14.1189
MGAT4A	11320	387.841	513.774	527.139	706.67	550.214	489.774	466.425	513.274	493.076
MGAT4B	11282	7170.86	6201.05	5972.98	4469.91	4288.46	4866.07	4926.5	7353.94	4721.15
MGAT4C	25834	1.0482	6.8871	2.8443	2.2328	0	10.9081	0.9074	4.827	2.1721
MGAT5	4249	2.0964	13.7741	18.0137	14.513	18.1624	23.9978	17.2414	16.0901	21.7214
MGAT5B	146664	1.0482	2.7548	4.7405	3.3491	7.4786	2.1816	0	3.218	4.3443
MGC12916	84815	24.109	22.0386	36.0275	6.6983	8.547	31.6335	18.1488	30.5712	17.3771
MGC12982	84793	40.8805	48.2094	22.7542	37.957	49.1453	62.1762	16.3339	38.6163	18.4632
FAM222A-AS1	84983	23.0608	5.5096	24.6504	7.8147	6.4103	3.2724	22.686	25.7442	11.9468
MGC15885	197003	0	0	0	0	0	0	0	0	0
MGC16025	85009	0	0	0	0	0	1.0908	0.9074	0	0
MGC16121	84848	42.9769	52.3416	11.3771	11.1638	50.2137	35.9967	10.8893	24.9397	28.2378
MGC16142	84849	4.1929	2.7548	6.6366	3.3491	3.2051	15.2713	2.7223	4.0225	10.8607
MGC16275	85001	16.7715	35.8127	12.3252	26.7932	20.2991	28.3611	13.6116	21.7216	21.7214
MGC16384	114130	5.2411	0	10.429	1.1164	6.4103	1.0908	9.0744	8.8496	1.0861
TUBA3FP	113691	8.5325	5.3719	4.7405	6.4973	0	13.4279	2.5045	3.0088	3.8012
MGC21881	389741	83.8574	123.967	45.5084	96.0089	73.7179	117.808	52.6316	86.8866	93.4021
MGC23270	196872	25.1572	22.0386	2.8443	24.5604	16.0256	25.0886	9.0744	14.4811	8.6886
MGC23284	197187	46.1216	50.9642	36.9756	56.9355	85.4701	107.99	88.0218	25.7442	90.1439
MGC26647	219557	0	0	0	0	0	0	0	0	0
MGC27382	149047	24.109	8.2645	16.1176	22.3277	24.5726	17.453	15.4265	24.9397	26.0657
CENPBD1P1	65996	219.078	330.579	202.892	271.281	337.607	277.066	269.51	209.976	286.723
MGC2889	84789	0	0	1.8962	0	0	0	0	0	0
MGC29506	51237	30.3983	119.835	92.913	162.992	165.598	187.619	66.2432	158.488	120.554
MGC34034	154089	0	0	0	0	0	0	0	0	0
MGC3771	81854	9.4759	4.1322	5.8118	11.2308	5.4274	8.7265	7.3321	5.7522	9.8507
MGC42105	167359	11.5304	5.5096	1.8962	3.3491	3.2051	1.0908	8.167	2.4135	102.091
MGC4473	79100	0	0	0	0	0	0	0	0	0
TENM3-AS1	90768	0	0	0	0	1.0684	0	0	0	1.0861
MGC57346	401884	27.2537	30.303	26.5466	44.6553	51.2821	45.814	34.4828	26.5487	20.6354
MGC70857	414919	2038.78	1695.59	1341.55	1566.29	1298	1515.13	1743.19	1306.52	1697.53
MGC72080	389538	212.117	126.35	134.752	79.453	119.06	157.709	156.878	151.207	87.6459
STEAP1B	256227	6.2893	11.0193	23.7023	17.8621	6.4103	13.0897	18.1488	1.609	15.205
MGEA5	10724	2754.72	2944.9	2660.35	3475.3	3220.09	3478.59	2799.46	3546.26	2214.5
MGLL	11343	8031.45	4873.28	6303.86	2961.76	4910.26	5146.44	7220.51	9806.11	6958.46
MGMT	4255	2676.1	2853.99	1839.3	2256.21	2037.39	2756.48	2017.24	2930.81	3849.04
MGP	4256	355.346	1118.46	310.026	605.08	1529.91	1880.56	271.325	190.668	375.781
MGRN1	23295	3589.1	1873.28	2758.95	1885.57	2658.12	2204.53	2133.39	3160.1	1818.08
MGST1	4257	39185.5	23031.7	20646.6	25051.6	21302.4	29587.1	37441.9	30684.6	25756.2
MGST2	4258	4472.75	3409.09	3119.22	4425.34	2899.57	4358.88	3531.76	3043.44	3540.59
MGST3	4259	2125.79	1727.27	1497.04	2016.19	1440.17	1929.64	1737.75	1534.19	1949.5
MIA2	117153	460.168	278.237	553.686	264.583	316.239	325.061	767.695	747.385	541.949
MIA3	375056	4296.65	3168.04	3754.44	3271	3488.25	3726.21	5147.01	4368.46	4750.48
MIA	8190	1.0482	0	0	4.5102	0	2.1816	0.9256	0.8045	0
MIAT	440823	20.9644	35.4821	45.5084	18.9785	52.3504	56.7003	19.9637	40.2253	22.8075
MIB1	57534	929.769	782.369	1027.73	680.994	913.462	829.015	1188.75	1433.63	976.378
MIB2	142678	621.593	758.953	624.793	663.131	834.402	619.58	791.289	616.251	616.888
MICA	4276	255.765	256.198	265.466	310.354	530.983	412.326	189.655	187.45	165.083
MICAL1	64780	80.7128	318.182	100.517	230.544	418.462	302.896	80.7623	82.6468	145.534
MICAL2	9645	424.528	668.044	931.026	646.386	688.034	581.402	433.757	662.912	1137.12
MICAL3	57553	2353.25	1269.97	1643.99	1504.88	1651.71	1233.71	1927.4	2735.32	1178.39
MICALCL	84953	2.0964	5.5096	18.9618	11.1638	7.4786	4.3632	8.167	3.218	11.9468
MICALL1	85377	300.839	344.353	594.454	228.858	445.513	286.883	364.791	436.042	307.358
MICALL2	79778	482.18	641.873	343.209	426.458	619.658	775.566	311.252	312.148	322.563
MICB	4277	20.9644	57.8512	23.7023	30.1423	28.8462	47.9956	23.5935	27.3532	28.2378
MID1	4281	117.4	330.579	320.455	223.277	254.274	278.156	191.47	137.57	208.526
MID1IP1	58526	1576.52	1214.88	731.927	414.178	2860.04	2205.62	2725.95	1324.22	1735.54
MID2	11043	346.96	257.576	811.567	284.678	341.88	350.15	322.142	369.268	327.993
MIDN	90007	706.499	1772.73	5732.16	2054.14	2699.79	1558.77	1417.42	521.319	2630.46
MIER1	57708	918.239	892.562	1378.53	973.486	1195.51	1102.81	983.666	1078.04	989.411
MIER2	54531	105.87	308.54	145.058	155.177	252.137	203.982	132.486	121.48	140.103
MIER3	166968	429.769	363.636	457.928	445.437	539.53	465.776	595.281	547.868	489.818
MIF	4282	3630.06	7858.71	5202.45	5923.97	5444.89	5705.02	5079.38	7748.45	2787.21
MIF4GD	57409	244.56	367.769	288.296	259.347	282.949	359.967	273.14	318.85	213.771
MIIP	60672	395.178	592.287	319.507	369.523	481.838	499.591	308.53	209.976	318.219
MIMT1	100073347	1.0482	4.1322	0	0	0	0	0.9074	0.8045	0
MINA	84864	674.801	701.736	423.844	518.839	599.188	633.313	582.278	548.809	649.644
MINK1	50488	962.212	1404.82	1078.59	1173.63	1526.7	1546.86	1289.83	1003.93	1007.32
MINPP1	9562	1040.88	997.245	1063.76	1006.98	993.59	994.819	1172.41	1069.99	898.181
MIOS	54468	446.541	420.11	503.437	448.786	389.957	394.873	575.318	376.508	742.873
MIOX	55586	2.0964	0	0	0	0	1.0908	0	0.8045	1.0861
MIP	4284	54.5073	11.0193	9.4809	22.3277	8.547	17.453	13.6116	12.0676	9.7746
MIPEP	4285	441.3	268.595	359.327	294.725	317.308	366.512	464.61	552.695	473.527
MIPOL1	145282	64.9895	33.0579	25.5985	21.2113	48.0769	29.4519	39.02	37.0072	24.9796
MIR155HG	114614	5.2411	12.3967	4.7405	15.6294	9.6154	14.1805	2.7223	5.6315	2.1721
MIR17HG	407975	37.7358	15.1515	48.3527	74.7977	61.9658	29.4519	33.5753	41.0298	30.41
MIS12	79003	265.199	267.218	250.296	310.354	325.855	268.339	271.325	238.938	254.141
MITD1	129531	199.161	207.989	133.681	202.065	195.513	191.982	151.543	201.126	137.931
MITF	4286	124.738	130.854	34.1313	74.7977	165.598	104.718	133.394	90.1046	70.5946
MIXL1	83881	0	0	0	0	0	0	0	0.8045	0
MKI67	4288	53.4591	88.1543	31.287	20.0949	111.111	46.9048	42.6497	37.8117	96.6603
MKI67IP	84365	483.207	516.529	756.577	563.773	601.186	448.323	370.236	536.605	490.904
MKKS	8195	1491.61	1246.56	1047.64	1153.22	1088.68	1545.68	1245.92	1358	1286.99
MKL1	57591	419.287	588.154	511.022	371.755	563.034	497.409	392.922	426.388	436.601
MKL2	57496	483.228	351.24	269.258	403.014	504.274	437.415	519.056	544.65	609.286
MKLN1	4289	1761.01	1217.63	1817.49	1820.82	1860.04	1570.77	2048.09	1961.38	1704.05
MKNK1	8569	480.084	636.364	450.344	502.372	636.752	512.681	547.187	563.154	503.937
MKNK2	2872	3012.58	3210.74	2853.76	3112.48	3918.8	2556.86	2861.16	2880.13	4356.23
MKRN1	23608	1470.65	1531.68	1223.99	1629.92	1572.65	1396.24	1291.29	1395.01	1574.8
MKRN2	23609	556.604	453.347	471.202	444.32	466.88	522.651	635.209	735.318	381.211
MKRN3	7681	0	1.3774	0.9481	4.4655	0	2.1816	1.8149	0.8045	0
MKS1	54903	147.799	166.667	87.2245	135.082	134.615	161.44	160.617	200.322	127.07
MKX	283078	9.434	6.8871	18.0137	15.6294	22.4359	37.0875	18.1488	11.2631	21.7214
MLANA	2315	0	0	0.9481	5.5819	0	0	4.5372	5.6315	2.1721
MLC1	23209	2.0964	15.1515	5.6886	6.6983	11.7521	10.9081	3.6298	8.0451	26.0657
MLEC	9761	4114.26	4634.99	4255.98	2869.1	3122.86	3009.54	3385.66	4806.92	7597.07
MLF1	4291	6.2893	68.8705	11.3771	103.824	48.0769	39.2692	28.1307	15.2856	38.0125
MLF1IP	79682	65.6813	72.7961	12.2588	54.993	34.0705	40.1527	37.078	114.457	69.7583
MLF2	8079	9780.92	7541.32	7913.72	6097.68	6522.44	7226.62	7235.93	8123.89	6918.27
MLH1	4292	532.495	588.154	573.596	531.398	545.94	591.219	621.597	633.95	702.688
MLH3	27030	318.658	283.747	443.707	377.337	467.949	392.692	274.047	296.862	343.199
MLKL	197259	51.3627	159.78	102.394	148.479	180.556	167.985	104.356	59.5334	142.275
MLL2	8085	953.501	770.041	864.518	847.591	1172.29	853.21	795.063	1136.14	924.724
MLL3	58508	1002.1	983.471	1308.37	1245.88	1548.08	1142.08	1339.38	1421.56	1200.11
MLL	4297	980.084	807.163	651.339	743.511	845.086	823.562	967.332	998.391	520.228
MLL4	9757	778.826	825.069	908.272	860.731	1208.33	857.377	758.621	745.776	728.754
MLL5	55904	603.47	654.683	647.063	738.621	957.682	838.211	829.655	748.158	534.043
MLLT10	8028	526.206	593.664	326.144	787.05	652.778	658.849	608.893	585.68	478.957
MLLT11	10962	64.9895	48.2094	18.9618	21.2113	68.3761	32.7243	46.2795	24.1352	60.82
MLLT1	4298	1178.2	1399.45	939.559	850.684	1320.51	1107.17	1130.67	975.865	1132.77
MLLT3	4300	24.109	81.2672	23.7023	53.5864	70.5128	68.721	41.7423	41.0298	57.5618
MLLT4	4301	3400.42	2290.63	2743.78	3045.49	3880.34	2617.94	3215.06	3351.57	3005.16
MLLT6	4302	889.937	1447.66	945.248	1214.62	1542.73	1287.16	708.711	813.355	928.591
MLN	4295	0	0	0	0	0	0	0	0	0
MLNR	2862	0	0	0	0	0	1.0908	0	0	1.0861
MLPH	79083	890.985	517.906	718.654	859.615	1088.68	685.029	543.557	526.146	822.156
MLST8	64223	906.069	913.223	668.405	702.138	739.316	757.764	782.105	761.786	703.296
MLX	6945	2047.75	1506.93	1611.55	1493.34	1745.36	1784.11	1884.76	1563.32	1822.46
MLXIP	22877	390.985	511.019	610.571	388.501	618.59	381.784	460.073	362.832	531.089
MLXIPL	51085	12178.2	7920.11	7010.19	9386.55	13657.1	10132.5	11750.5	7811.75	6619.6
MLYCD	23417	1705.45	1286.5	2043.14	1668.99	1473.29	1268.61	1496.37	1660.5	1733.37
MMAA	166785	809.224	688.705	1048.59	742.395	939.103	667.576	1063.52	1051.49	1201.19
MMAB	326625	4222.22	3391.18	2368.33	2341.05	2313.03	3551.68	3597.1	3898.63	2779.26
MMACHC	25974	1032.49	643.251	474.994	715.601	595.086	681.756	1288.57	901.046	781.971
MMADHC	27249	3344.86	2455.92	2720.08	2993.02	2336.54	2850.29	2814.88	2821.4	3531.9
MMD2	221938	0	0	0	0	0	0	0	0	0
MMD	23531	137.317	258.953	766.058	324.867	566.239	434.142	335.753	337.892	366.006
MME	4311	3200.21	980.716	947.144	873.011	674.145	1636.21	4423.77	3432.82	3405.92
MMEL1	79258	1.153	2.8926	0	0	1.1432	4.625	0	3.4835	0
MMGT1	93380	296.646	377.411	459.825	421.993	393.162	331.606	294.918	361.223	386.641
MMP10	4319	0	1.3774	8.5328	1.1164	2.1368	0	0	0	1.0861
MMP11	4320	47.1698	64.7383	30.3389	87.0779	98.2906	74.1751	18.1488	38.6163	20.6354
MMP12	4321	4.1929	2.7548	0.9481	1.1164	2.1368	2.1816	0	0	1.0861
MMP13	4322	0	0	2.8443	0	0	0	0.9074	0	0
MMP1	4312	0	0	1.8962	2.2328	12.8205	4.3632	0.9074	2.4135	9.7746
MMP14	4323	733.753	1592.29	626.689	1053.87	1974.36	1351.51	897.459	543.846	763.508
MMP15	4324	2967.51	2450.41	3229.2	1780.63	3599.36	3300.79	3082.58	2810.94	2605.48
MMP16	4325	4.1929	4.1322	4.7405	1.1164	13.8889	7.6357	10.8893	4.0225	2.1721
MMP17	4326	19.9161	24.7934	14.2214	6.6983	11.7521	17.453	10.8893	6.436	8.6886
MMP19	4327	253.669	739.669	349.846	1046.05	653.846	419.962	401.089	201.126	500.679
MMP20	9313	0	0	0	0	0	0	0	0	0
MMP21	118856	2.0964	0	2.8443	1.1164	2.1368	0	0.9074	0	2.1721
MMP23A	8511	0	28.9256	0	0	0	0	8.167	0	0
MMP23B	8510	82.8092	177.686	28.4428	55.8191	88.6752	193.073	57.1688	52.2928	56.4757
MMP24	10893	377.358	337.466	208.58	225.509	446.581	280.338	215.971	199.517	286.723
MMP2	4313	802.935	1924.24	409.576	555.959	2072.65	1608.94	809.437	469.026	469.183
MMP25	64386	10.9015	50.3857	57.8052	29.026	101.998	34.9277	69.4465	22.8962	45.4955
