Composite.Element.REF	TCGA-A6-3807-01	TCGA-A6-3808-01	TCGA-A6-3810-01	TCGA-AA-3518-01	TCGA-AA-3525-01	TCGA-AA-3526-01	TCGA-AA-3529-01	TCGA-AA-3531-01	TCGA-AA-3534-01	TCGA-AA-3552-01	TCGA-AA-3554-01	TCGA-AA-3558-01	TCGA-AA-3561-01	TCGA-AA-3664-01	TCGA-AA-3666-01	TCGA-AA-3672-01	TCGA-AA-3684-01	TCGA-AA-3695-01	TCGA-AA-3710-01	TCGA-AA-3715-01	TCGA-AA-3818-01	TCGA-AA-3848-01	TCGA-AA-3864-01	TCGA-AA-3986-01	TCGA-AA-3989-01	TCGA-AA-A004-01	TCGA-AA-A00E-01	TCGA-AA-A00F-01	TCGA-AA-A00J-01	TCGA-AA-A00O-01	TCGA-AA-A00U-01	TCGA-AA-A010-01	TCGA-AA-A017-01	TCGA-AA-A01C-01	TCGA-AA-A01D-01	TCGA-AA-A01F-01	TCGA-AA-A01I-01	TCGA-AA-A01K-01	TCGA-AA-A01P-01	TCGA-AA-A01R-01	TCGA-AA-A01S-01	TCGA-AA-A01T-01	TCGA-AA-A01V-01	TCGA-AA-A01X-01	TCGA-AA-A01Z-01	TCGA-AA-A022-01	TCGA-AA-A024-01	TCGA-AA-A029-01	TCGA-AA-A02E-01	TCGA-AA-A02H-01	TCGA-AA-A02J-01	TCGA-AA-A02O-01	TCGA-AA-A02R-01	TCGA-AA-A02Y-01	TCGA-AA-A03F-01	TCGA-AA-A03J-01	TCGA-AF-2691-01	TCGA-AF-2692-01	TCGA-AF-3400-01	TCGA-AF-3913-01	TCGA-AG-3574-01	TCGA-AG-3580-01	TCGA-AG-3584-01	TCGA-AG-3593-01	TCGA-AG-3594-01	TCGA-AG-4007-01	TCGA-AG-A002-01	TCGA-AG-A008-01	TCGA-AG-A00C-01	TCGA-AG-A00Y-01	TCGA-AG-A011-01	TCGA-AG-A014-01	TCGA-AG-A015-01	TCGA-AG-A016-01	TCGA-AG-A01J-01	TCGA-AG-A01L-01	TCGA-AG-A01N-01	TCGA-AG-A01W-01	TCGA-AG-A01Y-01	TCGA-AG-A020-01	TCGA-AG-A026-01	TCGA-AG-A02N-01	TCGA-AG-A02X-01	TCGA-AG-A032-01	TCGA-AG-A036-01	TCGA-AA-A00A-01	TCGA-AA-A00N-01	TCGA-AA-A00K-01	TCGA-AA-A00R-01	TCGA-AG-A00H-01
FOXK1|FOXK1	-0.6391	-3.4870	0.1033	0.0005	-1.3887	0.0750	0.2630	0.9211	NaN	0.4377	-0.9248	-0.0686	-0.0986	0.6583	1.1174	-0.4119	-0.8107	1.1025	NaN	NaN	0.7837	1.5671	0.4381	-0.1441	0.6540	NaN	-0.3798	1.2573	-0.5510	1.7859	0.7379	NaN	2.1929	-0.2413	NaN	NaN	-0.1220	-0.0908	NaN	0.1438	-0.8590	0.2510	0.4333	0.0232	-0.8249	-0.8206	-1.1097	-0.1033	0.3102	0.3830	-0.2606	0.3913	0.1166	-0.2170	-0.1222	0.3929	-3.1580	-1.3566	NaN	0.9236	1.1598	NaN	1.1718	1.2786	0.0173	NaN	-1.0694	-0.5258	NaN	1.1387	-0.7465	0.6505	-0.2779	-1.9575	1.3011	-0.7479	1.0651	-1.1376	NaN	NaN	1.4513	0.5879	NaN	-0.6558	0.1639	0.1653	-1.4652	-0.8390	-0.1213	0.1187
FOXRED1|FOXRED1	0.1568	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2637	NaN	NaN	NaN	-0.0227	NaN	NaN	NaN	0.5017	NaN	NaN	NaN	NaN	NaN	NaN	1.7793	-1.7362	NaN	NaN	-1.0816	0.2585	0.8739	1.3038	0.2927	NaN	NaN	-1.6152	NaN	NaN	NaN	-0.0180	0.1706	NaN	NaN	0.4447	NaN	-0.8439	-0.1288	NaN	NaN	0.4429	0.8602	NaN	NaN	NaN	NaN	-0.4974	NaN	NaN	NaN	-1.9556	NaN	1.3139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4054	NaN	NaN	NaN	NaN
FRG1|FRG1	NaN	NaN	NaN	NaN	NaN	0.0359	NaN	1.9921	NaN	NaN	NaN	NaN	0.6665	NaN	0.4855	NaN	NaN	NaN	NaN	-1.7923	NaN	1.8064	NaN	NaN	NaN	NaN	NaN	NaN	-0.8692	NaN	-0.0093	NaN	NaN	NaN	NaN	NaN	0.5475	NaN	NaN	-0.1473	NaN	0.2245	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3188	NaN	-0.1218	NaN	0.8629	0.3723	NaN	NaN	NaN	NaN	NaN	NaN	-0.1229	NaN	NaN	-2.4683	NaN	0.8601	-1.7959	1.0761	-0.3067	NaN	NaN	-1.2674	NaN	-0.7689	-0.1791	NaN	NaN	1.1937	0.1358	-0.2301	-1.0542	0.3186	NaN	NaN	NaN	NaN	0.6630	0.2112
FRMD8|FRMD8	NaN	NaN	NaN	NaN	NaN	NaN	1.3266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0994	0.7985	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0433	NaN	-0.1375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.8521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.0644	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.6960	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.2695	0.7516	NaN
FRYL|FRYL	NaN	NaN	-1.0239	-0.2846	-0.7472	-0.0845	NaN	0.4956	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3142	-0.2917	0.0668	-3.5364	NaN	NaN	-0.0678	NaN	-1.1589	0.8661	-0.7063	1.1727	NaN	NaN	-0.1920	0.5392	0.2201	2.8176	0.2544	NaN	NaN	-0.2702	NaN	NaN	NaN	0.2767	0.1937	NaN	NaN	-0.3493	NaN	NaN	NaN	-1.2648	NaN	NaN	0.5407	NaN	-0.8237	0.0374	0.6618	NaN	-0.1301	NaN	NaN	NaN	0.3841	-0.0657	NaN	0.0620	-1.0667	0.8734	0.9152	-0.6517	NaN	-0.0628	NaN	0.3278	-1.5045	0.4125	1.0479	1.0279	NaN	NaN	NaN	-0.3021	NaN	NaN	-0.6054	NaN	2.3881	NaN	NaN	NaN	-0.7058
FSCN1|FSCN1	-0.8570	0.8613	-0.2052	0.7088	1.4558	0.4428	2.2950	0.9741	-0.5952	-0.0711	0.9138	-0.9344	-0.9308	-0.5259	-0.5016	-0.1667	0.0448	0.0965	0.8989	-0.2428	0.4563	1.4885	0.3952	-0.5616	-0.0083	-0.3462	-0.5081	0.6403	1.0062	2.1729	0.4385	-0.3171	0.7256	0.2235	0.1762	-2.3402	0.4027	0.9357	1.3401	-0.3924	-0.3702	-0.1108	0.7923	-1.5731	-2.9418	0.3485	-0.0979	-0.1222	-0.4003	-0.6379	-1.3962	0.1171	0.3878	-0.4061	0.7931	-0.5721	-2.2139	0.2539	-0.1081	-0.0930	2.4057	-0.0712	-0.4620	-0.3154	0.3327	-0.5001	1.8908	-0.7251	-2.9866	0.2845	0.6540	0.7512	1.3735	-0.1058	1.5277	-0.7099	-0.0541	-0.3740	0.6917	0.3727	-1.0072	-1.8836	-0.9337	-0.8712	-0.9572	0.8619	-0.3776	-0.4849	0.0220	0.4133
FSTL1|FSTL1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.3901	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.9573	0.5908	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.3414	-2.2859	NaN	NaN	NaN	0.3054	NaN	NaN	NaN	NaN	NaN	NaN	0.1949	NaN	1.0571	0.8163	NaN	0.8848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.1515	NaN	NaN	NaN	NaN	-0.4496	NaN	NaN	NaN	NaN	NaN	-0.1359	NaN	NaN	0.5596	NaN	NaN
FTH1|FTH1	NaN	NaN	0.3547	-0.3244	-0.8123	-0.4026	0.7737	-0.3663	NaN	-1.0485	0.4234	-0.4335	-0.9375	NaN	0.5618	-0.2106	-0.0404	-2.8823	NaN	NaN	0.9402	0.2950	NaN	0.3724	-1.0434	0.9519	-0.2642	0.0551	0.1720	2.1376	-1.0577	-0.1680	2.1368	1.5149	0.1851	NaN	1.2077	0.9479	0.6675	1.0678	-0.2596	-0.1695	-0.0567	-1.2546	NaN	0.8244	-0.2266	-0.5495	-0.1709	0.6944	-2.0935	-0.1780	1.4223	-0.0300	0.7288	-1.0941	-1.1673	-0.1339	1.0992	0.2658	1.7452	-0.9048	-0.7947	-0.2748	-0.7668	-3.0347	0.0237	-0.3746	-2.5187	1.1915	1.0339	0.6594	0.3237	-0.7320	NaN	-0.0932	-0.8394	-1.0938	1.5182	0.6873	0.3339	-0.7543	-0.0032	-0.5996	-0.1069	0.8966	0.9235	0.0762	0.6276	0.4266
FTL|FTL	-0.4870	-0.0110	0.3231	0.2647	0.2026	-2.2690	0.6781	-1.5889	NaN	-0.8256	0.3482	-0.0440	0.1999	-1.2156	-0.0369	0.5630	0.1086	NaN	-0.5710	-1.1177	-0.4814	0.8789	-0.7553	0.5831	-0.7030	1.1312	-0.5405	0.8193	-0.1779	1.3672	NaN	0.2616	1.5493	1.4757	0.4923	-2.7007	0.8325	1.0133	1.3561	1.7843	-0.7452	-1.6067	0.8837	-0.4449	-1.9826	1.6360	NaN	-0.4707	-0.6210	0.8722	NaN	-0.1028	2.2181	-0.7369	0.5340	-0.6507	-1.3556	0.0898	1.0247	-0.4790	1.3259	-0.0776	-0.7884	-0.0586	-0.5705	-0.9874	0.7262	-0.3839	-1.2322	-0.2519	0.6885	1.0950	0.2268	-2.1254	1.1522	0.2565	NaN	-0.7229	0.7877	0.9339	-0.0616	-1.0490	-0.0511	-0.6632	-1.7004	1.4476	1.0227	-0.1379	0.1058	0.3227
FTO|FTO	NaN	NaN	NaN	-0.7810	3.4248	NaN	-0.6748	1.3705	-0.2913	2.9049	0.1645	-1.1783	0.5976	-0.2699	0.1982	0.5757	-1.2133	-0.4333	-0.3642	NaN	0.6091	0.3620	1.0008	-0.6555	1.1199	-0.7495	NaN	NaN	NaN	0.4155	0.4658	-0.3459	0.3145	NaN	-0.8795	-1.9100	0.7457	-0.0164	0.4562	0.4560	0.5637	-0.1203	0.4569	-0.1673	NaN	-0.7498	0.0745	NaN	NaN	-0.1301	-0.6855	0.8024	-0.6601	NaN	0.4339	0.9265	-1.1740	-1.5903	NaN	0.3389	NaN	NaN	NaN	NaN	-2.3521	-0.4754	NaN	-0.4360	NaN	NaN	-0.8627	-0.4972	1.0197	-0.8526	NaN	NaN	1.2049	NaN	NaN	0.5685	-0.4400	NaN	-0.0022	-0.6469	0.3464	1.6420	-1.4522	NaN	-0.5025	NaN
FTSJ3|FTSJ3	0.0570	-0.5386	NaN	0.2812	0.2749	1.2956	0.6892	1.2298	NaN	NaN	0.3584	1.1378	0.8081	0.4693	0.0707	0.6279	-0.1651	0.2422	0.6481	-0.8550	-1.1158	1.6080	1.6263	-1.4865	0.3638	-0.6372	0.8442	-0.5447	-0.9295	-3.0568	0.2823	NaN	0.3066	0.0173	NaN	-0.4967	1.0232	0.7821	-0.7087	1.1888	0.7948	0.0906	1.0354	0.1948	-2.8252	-0.5930	NaN	0.9210	-1.8238	0.1052	-0.3838	1.8643	NaN	0.1615	0.7827	-0.5345	0.5972	-0.1306	NaN	-1.4891	0.0782	1.2908	0.5604	0.7474	0.1753	-1.5143	-0.3001	-0.6030	-0.6585	0.9188	0.0514	0.5187	0.7705	-0.2989	-0.4035	-1.6186	1.2297	0.0878	NaN	0.5552	-0.0239	0.5853	-1.6111	NaN	-2.0469	-0.6964	-1.6445	-1.4822	0.5972	0.2700
FUBP1|FUBP1	0.0366	-0.7856	-0.3655	-0.4334	-0.1772	-0.1037	0.4134	0.8021	-0.2588	0.3576	-0.2557	0.0171	0.8211	-0.0095	0.8109	1.0507	-0.2252	0.3425	-0.0934	-1.7654	0.2716	0.9663	1.2232	-0.5049	0.9297	0.1816	0.5500	1.1144	-1.0396	1.1249	1.0761	0.6574	1.3468	0.7830	-1.0945	-1.6846	0.3560	-0.5398	0.5000	1.7305	-0.2019	0.5900	0.6593	0.3092	-4.3972	-0.7071	-0.5708	-0.5548	0.0133	-0.6516	-1.8621	0.7350	0.2419	0.0845	1.0768	0.7134	0.4377	0.3831	-0.6335	0.3339	0.8587	0.9270	-0.4866	1.1701	0.0800	-2.1419	0.5657	0.2514	-1.7594	1.0278	0.5504	0.9098	1.3667	-2.6558	0.7597	0.2087	0.0638	-1.0333	-1.3809	-0.6055	0.2906	0.9051	-0.6082	-0.2864	-1.1769	0.1040	-1.3129	-1.3469	0.9100	-0.2803
FUBP3|FUBP3	0.3423	-0.7322	-0.9412	0.0511	-0.6926	-2.1927	0.9140	0.9566	-0.9275	-0.1465	0.2534	0.6449	0.0065	0.0236	0.5580	1.5462	-0.1946	0.6147	-0.0321	-1.5043	-1.6991	1.9549	1.7358	-0.4944	1.7131	0.3171	0.3007	1.6642	-2.0750	1.0260	0.6142	-0.5927	0.9883	0.7783	-1.4101	-1.2861	-0.3195	-0.0294	-0.9962	1.1653	0.0418	-1.0290	0.9351	0.1435	NaN	0.6618	-0.4582	0.8393	-0.6984	-0.1971	-1.0953	0.9746	0.3508	-0.2663	-0.1089	0.1814	0.5989	0.7260	-1.8759	0.3728	0.5307	0.6948	0.3964	0.4941	0.1852	-1.5653	2.0461	0.5453	-1.1702	0.1045	0.2718	0.6390	0.5330	-2.7290	0.7461	-0.4410	-0.9603	1.2475	-1.1347	0.8822	0.3735	0.5249	-0.3159	-0.3110	-1.8774	-0.2011	-1.6197	NaN	0.9078	-0.7972
FUCA1|FUCA1	-1.5069	-0.3197	-0.7688	-0.0791	-0.8737	-2.2023	NaN	NaN	1.2773	NaN	-0.4768	NaN	-0.9418	-0.0764	0.1307	NaN	1.2897	NaN	-0.3799	NaN	0.6090	NaN	-0.9032	0.6069	NaN	1.2354	0.5601	NaN	-0.5827	1.2135	0.2572	1.3421	1.1156	0.8763	NaN	-2.6528	0.4908	NaN	0.1139	0.3447	0.0551	1.0202	0.6491	3.0658	-1.4728	0.5300	0.8655	0.9389	0.3558	0.1829	NaN	0.3512	0.0405	0.7233	0.3773	-1.1986	-2.5675	-0.9744	-0.4231	NaN	NaN	NaN	NaN	0.3177	0.0317	-0.9037	0.4468	0.4874	-0.6862	0.5463	1.4359	0.0740	0.0757	-2.0001	0.6631	1.1076	-1.0323	-0.0036	NaN	0.3420	-0.5947	-0.7290	-0.1292	NaN	-1.2989	0.0260	-0.1905	-1.0010	0.0126	0.7838
FUCA2|FUCA2	0.4063	NaN	-0.0354	0.1512	0.5720	-1.0534	0.4969	0.5447	0.8148	-0.9945	0.4474	0.0529	-0.4793	-0.8992	1.2459	0.4459	NaN	0.8768	1.2605	-2.1247	0.5634	0.9943	0.6244	-1.1359	0.8446	0.8251	0.7719	0.6006	-1.9241	-0.3117	1.3251	-0.3342	0.2225	0.4131	NaN	-0.4809	0.4232	-0.5585	0.2789	1.0120	0.2551	0.6736	1.4046	NaN	-2.1407	0.2971	-0.9859	0.6138	0.0453	-1.3332	NaN	1.3614	-1.8238	0.3024	1.1931	-1.5842	NaN	NaN	-1.0512	0.4216	-0.6352	0.8323	-0.3199	0.8597	-0.0038	NaN	1.5885	0.9358	-0.3857	0.9717	0.2303	NaN	1.2270	-3.0429	0.6625	0.7854	-0.8273	-1.2855	NaN	0.6678	-1.7752	0.0685	-0.2719	-0.3468	-1.2549	-0.8358	-1.9717	-0.4987	0.4002	0.6934
FUK|FUK	0.1511	NaN	-0.4191	0.3404	NaN	NaN	NaN	NaN	NaN	0.9010	-0.0803	-1.0199	1.1792	NaN	0.9529	NaN	-0.0929	0.3495	-0.1197	NaN	NaN	0.8239	NaN	-1.0049	NaN	0.4671	NaN	NaN	-0.8204	0.4419	0.7790	0.2356	0.6469	1.1083	NaN	0.1059	NaN	-0.3787	NaN	0.3388	NaN	0.5008	0.6696	0.8804	-2.3191	-0.8952	-0.5698	0.7324	NaN	NaN	NaN	-3.0964	NaN	1.2455	NaN	0.2124	NaN	0.0898	NaN	0.3752	NaN	NaN	0.6957	NaN	0.7347	-1.7282	NaN	1.2490	-2.0770	0.9421	-0.1618	-0.0702	2.0093	-1.1711	NaN	-0.3166	-0.1120	NaN	NaN	NaN	0.8823	NaN	NaN	-0.5613	-0.6857	-0.7134	NaN	-1.9228	NaN	0.2958
FUNDC2|FUNDC2	0.5626	NaN	0.8778	NaN	NaN	-1.1931	-0.2591	1.5696	-1.1528	NaN	0.2535	-0.6596	-0.8409	NaN	0.8634	NaN	NaN	-1.1614	NaN	0.7047	NaN	1.4106	-0.7730	NaN	NaN	-0.1095	-0.4790	0.3969	-1.5132	0.9834	NaN	NaN	NaN	1.2120	NaN	-0.8190	0.9064	NaN	NaN	NaN	0.2964	1.2024	0.1495	0.7750	NaN	-0.5058	NaN	NaN	-0.0024	0.1171	-2.4312	NaN	-0.9850	0.5016	NaN	0.4129	NaN	0.1967	NaN	1.0186	0.8537	NaN	1.1758	0.6533	0.8413	-2.1175	NaN	NaN	-1.9359	1.1185	-0.1399	0.4371	-0.9825	NaN	2.3299	-0.2706	NaN	-0.9075	-0.2983	NaN	0.6743	-0.7236	NaN	-0.6819	-1.3256	NaN	NaN	-0.6300	-0.4407	0.8437
FUS|FUS	-0.2940	-1.2348	-0.3699	0.3620	-0.0069	-0.3127	0.5773	1.1789	-0.6550	0.6535	-0.6978	0.2676	0.6876	-0.0023	1.0124	-0.4709	-0.4135	0.2634	0.8376	-3.2439	0.5859	1.4745	1.2861	-1.3095	0.5787	0.1735	0.5896	0.9405	-1.2211	1.3081	1.1657	-0.8133	1.2473	1.2663	-1.8073	-1.7378	-0.0958	0.2358	-0.4221	1.3164	-0.0851	0.2387	1.1656	0.2055	1.4030	-0.7832	-1.4701	0.7204	-1.3095	0.7755	-1.5195	0.6521	-0.3457	0.0809	0.7646	0.4644	-0.4508	0.0752	-1.0846	0.4570	1.0012	0.6024	0.3482	1.0235	0.4065	-2.7916	0.1909	0.5544	-1.7736	0.9248	0.5536	0.6576	1.1919	-1.8853	1.0586	0.0117	-0.2175	-0.3954	-1.1110	0.7015	0.5793	0.5770	-0.3827	-0.5051	-1.2309	-0.6336	-1.5825	-1.5793	0.8299	0.0208
FUT3|FUT3	0.1663	-0.4079	0.1781	NaN	NaN	-1.2137	-0.1103	-0.2084	-0.7696	0.7142	0.6970	NaN	-0.6201	0.1382	NaN	NaN	1.1431	-0.1144	-0.0270	NaN	NaN	1.3748	2.0662	-0.6098	0.9449	0.3014	0.9426	NaN	-0.1338	NaN	0.6919	0.1666	1.3884	0.5532	NaN	-2.1492	0.3571	1.0590	NaN	NaN	0.3807	1.4777	NaN	-1.6200	-1.4971	NaN	0.5219	0.5158	-0.7085	NaN	0.0983	1.1780	NaN	-0.1820	0.9514	-1.0511	-1.1668	-0.1022	-0.8497	0.6048	NaN	NaN	-0.7609	1.4203	0.8764	-0.8632	NaN	1.1282	-2.3226	0.3079	-0.4127	-0.3250	0.9799	-1.4224	1.0925	-2.1556	-1.5537	-1.3026	NaN	0.5368	0.8724	-0.4142	NaN	0.0891	-2.0536	0.6886	-0.0315	NaN	-0.2748	0.8310
FUT8|FUT8	NaN	3.0363	NaN	0.0056	-0.6644	0.1314	0.0316	0.4950	NaN	0.1364	0.2684	0.2358	NaN	0.3911	-2.1248	0.5369	NaN	-0.2214	0.0044	NaN	NaN	0.9872	0.6722	-0.5150	-0.4820	NaN	NaN	NaN	NaN	NaN	0.2807	-1.4354	-0.2707	NaN	NaN	-1.9527	-0.1826	-0.2478	2.8784	-0.0945	-0.6170	-0.2949	0.7280	NaN	NaN	-0.5182	-0.8223	0.3856	-0.6667	NaN	NaN	-0.5253	-0.3577	-0.4956	NaN	NaN	NaN	0.0465	-0.4685	NaN	1.2301	0.6136	NaN	NaN	2.6246	-2.2144	0.8326	0.1066	NaN	NaN	0.0108	-0.0531	NaN	NaN	NaN	-0.5603	-1.1637	-0.5084	NaN	NaN	NaN	0.5691	-0.8224	NaN	NaN	NaN	-0.3760	-0.0833	1.2932	0.2071
FXN|FXN	NaN	NaN	NaN	0.7553	NaN	0.1903	NaN	1.0328	-0.7295	-0.1220	NaN	-0.6822	NaN	-1.8231	0.6091	NaN	0.7406	-1.1967	NaN	NaN	NaN	0.1070	NaN	NaN	0.0298	0.5942	0.5221	NaN	-0.8168	0.8932	1.3207	NaN	0.6290	1.0526	-0.2906	NaN	0.4585	-0.9529	NaN	0.5642	0.7669	0.4677	-0.3644	1.0524	NaN	0.5562	-0.9049	0.7531	0.0354	0.7749	NaN	-2.4542	0.3179	0.5227	1.1766	-1.0249	NaN	-0.2379	-0.7358	NaN	NaN	NaN	1.0657	NaN	0.8492	NaN	NaN	NaN	-0.5880	1.0789	-1.2540	-0.1252	0.8860	-3.3585	NaN	NaN	0.3143	NaN	NaN	0.0941	NaN	-1.4950	NaN	0.1996	-2.1883	0.1964	NaN	-0.6776	0.3182	1.0969
FXR1|FXR1	NaN	NaN	-0.4186	0.1416	0.9810	NaN	0.7309	1.4167	NaN	0.2828	0.3364	0.6519	-1.0816	0.8760	1.1238	0.5463	NaN	0.6031	-0.1835	NaN	NaN	1.3023	-0.1100	-0.4703	NaN	-0.0825	1.0091	NaN	-0.6948	1.1270	1.2744	NaN	0.6809	0.1413	NaN	-1.6272	0.6616	-0.1082	0.2199	0.8492	0.3387	NaN	-0.3563	0.0414	-1.8840	-0.4864	-0.9185	-0.1049	0.0177	0.7367	-2.8901	NaN	0.2575	-1.1959	NaN	0.6470	0.2382	-0.5664	NaN	1.0651	0.6292	0.6746	0.9968	1.4076	-0.5751	-1.5148	0.4278	-1.8603	-2.1977	0.6580	-0.4393	0.4386	0.5432	-3.4862	NaN	-0.3731	-0.2940	-0.2580	-0.8950	1.1292	1.4201	0.6643	-0.1101	-0.9344	-0.4465	-0.2882	-0.5162	-1.1267	0.1300	1.0770
FXR2|FXR2	NaN	NaN	-1.4196	0.0308	0.5180	NaN	NaN	1.2001	NaN	-0.4507	NaN	1.7248	NaN	0.6609	NaN	1.5860	NaN	0.0786	-0.3530	NaN	NaN	1.1254	2.2782	-0.6915	-0.1100	-0.2338	NaN	NaN	-0.9565	0.9918	0.5255	NaN	0.1767	NaN	NaN	-2.0570	0.2998	NaN	1.1046	-0.0756	NaN	NaN	-0.5570	-0.0875	NaN	-0.0759	-1.4367	NaN	-0.4155	0.1924	NaN	0.9608	-0.2688	0.4949	NaN	0.1367	-1.4026	NaN	NaN	0.1539	NaN	1.6732	0.5531	1.7085	NaN	-1.9243	-0.4567	-2.7336	NaN	0.2767	-1.0521	0.0936	-0.0592	NaN	NaN	-0.5767	NaN	NaN	-1.1927	0.0502	0.4354	0.3854	-0.7654	NaN	-0.8344	-0.6216	-0.7456	1.4138	0.6993	0.0251
FXYD3|FXYD3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FYCO1|FYCO1	NaN	1.9227	0.6514	NaN	-0.3917	NaN	0.8384	NaN	NaN	-0.1224	1.3901	0.3458	-0.9521	NaN	-0.6501	0.9818	0.9969	NaN	1.4117	NaN	1.7772	0.6964	0.7729	NaN	NaN	0.3413	0.7454	NaN	NaN	-0.5604	-1.5993	NaN	NaN	0.2154	-0.5543	NaN	0.7167	-0.3523	0.6333	-0.4319	-0.8423	0.2808	0.6998	-2.9933	NaN	NaN	-1.5824	-0.6199	-1.6424	NaN	NaN	-0.4143	NaN	0.1390	-0.7131	-1.4135	NaN	-1.3959	2.4958	NaN	1.0787	NaN	-0.1986	0.8657	0.2388	NaN	0.7041	-0.1889	NaN	0.7440	-0.0098	NaN	NaN	-0.6891	NaN	0.8232	-0.4410	-0.4960	0.0742	-0.1376	-0.5500	-0.3031	NaN	-1.0177	-1.0415	-1.4282	1.0093	-0.3280	NaN	0.4702
FYTTD1|FYTTD1	0.1627	0.1553	0.1386	0.1046	-0.3749	-1.7119	0.3885	-0.4786	-3.0492	0.3288	0.3048	-0.2936	0.5762	0.1240	0.8823	0.4032	NaN	NaN	-0.1820	NaN	-0.0120	NaN	0.8246	0.5632	0.0946	0.2867	0.7726	0.7456	-0.9911	0.9216	0.0756	0.0501	0.7489	2.6304	-0.4448	-2.8708	0.2647	NaN	-0.4812	0.2289	-0.8033	0.3706	0.0883	-0.1926	-1.7431	NaN	-0.8709	0.6673	0.2425	0.5112	-1.9176	2.0056	0.0322	0.4609	1.0865	0.1197	0.8397	0.1537	-1.0106	0.2610	0.9310	0.7934	0.5498	0.2905	0.1114	-2.2803	0.5447	-0.1762	-2.4153	0.6299	0.6568	0.3789	0.8307	-1.9629	NaN	-0.0949	-0.4341	NaN	-0.6226	NaN	1.2843	0.2243	NaN	-0.5939	-0.4723	0.3674	-1.4389	-0.8569	1.3940	1.1735
G3BP1|G3BP1	0.0993	-0.0806	-0.4934	0.3569	0.3168	-0.5594	1.2512	0.2207	-0.1444	0.6145	0.2600	0.6195	-0.3377	-0.9096	0.5542	0.1441	2.8650	0.7739	0.3250	1.6467	-0.0938	1.2776	1.2741	-1.0012	0.4208	-0.1450	0.5970	0.7526	-1.7266	2.5174	0.9877	-0.7951	2.1795	0.6382	-1.2718	-0.9837	1.8924	-0.0344	-0.1178	0.6421	0.0033	0.0793	0.7691	-0.7430	-1.3824	-0.6148	-1.2638	0.5512	-1.1871	-0.0558	-0.6312	0.9329	0.1518	-0.5118	0.5010	-0.0979	-0.9496	-0.0374	-1.1056	0.0880	0.5923	0.9092	-0.4455	0.7484	0.3425	-2.6521	-0.1413	1.0996	-2.5819	0.4175	-0.3357	0.2607	0.9665	-2.0099	0.4377	0.3861	-0.4007	-0.8169	-0.9752	0.3690	0.0771	-0.2321	-0.9976	-0.3341	-1.9591	-0.0358	-1.4085	-1.3371	0.8334	0.1950
